network_id,noise_type,edge_operation,noise_level,avg_algebraic_connectivity,std_algebraic_connectivity
astro_er,perturbed_random_target,removed_edges,85.0,3.531400120099538,0.6522791985281493
astro_er,perturbed_random_target,removed_edges,90.0,3.86322075232747,0.6264299675512034
astro_er,perturbed_random_target,removed_edges,95.0,4.264357113158413,0.4610012918815451
astro_er,perturbed_random_target,removed_edges,98.0,4.512516463704216,0.3239406881817725
astro_er,perturbed_random_target,added_edges,100.0,19.304111420643473,1.2623922499662172
astro_er,perturbed_random_target,added_edges,150.0,26.828618254514613,1.7084261737722037
astro_er,perturbed_random_target,added_edges,200.0,35.14150968271366,1.8426601226754573
astro_sbm,baseline,none,0.0,0.3368625409582176,0.0
astro_sbm,perturbed_hub_target,addition,5.0,0.3408443133556674,0.006214432566989115
astro_sbm,perturbed_hub_target,addition,10.0,0.343557856015315,0.012944062122673882
astro_sbm,perturbed_hub_target,addition,15.0,0.3476345599036808,0.0087744001256003
astro_sbm,perturbed_hub_target,addition,20.0,0.3478122796678607,0.01856338983701747
astro_sbm,perturbed_hub_target,addition,30.0,0.3564614546659293,0.011513084619034034
astro_sbm,perturbed_hub_target,removal,50.0,0.2710444961050184,0.0429107144196484
astro_sbm,perturbed_hub_target,addition,50.0,0.3666852610936069,0.027514926660187775
astro_sbm,perturbed_hub_target,removal,60.0,0.2992311290604073,0.04478752893816823
astro_sbm,perturbed_hub_target,removal,70.0,0.3148249114229641,0.04196157849142296
astro_sbm,perturbed_hub_target,removal,75.0,0.31914678615582814,0.03283204343941954
astro_sbm,perturbed_hub_target,removal,80.0,0.3317561945674179,0.010369132726947217
astro_sbm,perturbed_hub_target,removal,85.0,0.33174528118868446,0.01704213565125849
astro_sbm,perturbed_hub_target,removal,90.0,0.333240720681487,0.016243017536424768
astro_sbm,perturbed_hub_target,removal,95.0,0.3358369101341986,0.004487359391755594
astro_sbm,perturbed_hub_target,removal,98.0,0.33650467784015015,0.0034286201219549213
astro_sbm,perturbed_hub_target,addition,100.0,0.42427914925801546,0.09477579372992474
astro_sbm,perturbed_hub_target,addition,150.0,0.5243250902255235,0.1495471836947745
astro_sbm,perturbed_hub_target,addition,200.0,0.6860030651512921,0.13749915508226415
astro_sbm,perturbed_periphery_target,addition,5.0,0.7478317284278668,0.10171440501544574
astro_sbm,perturbed_periphery_target,addition,10.0,1.3156883284273533,0.19789987421333596
astro_sbm,perturbed_periphery_target,addition,15.0,1.6360218550662131,0.06468530164271183
astro_sbm,perturbed_periphery_target,addition,20.0,1.8380539932663587,0.08156229034421522
astro_sbm,perturbed_periphery_target,addition,30.0,2.2490411680379414,0.11704784838443706
astro_sbm,perturbed_periphery_target,addition,50.0,2.9975629562577457,0.13628730010746698
astro_sbm,perturbed_periphery_target,removal,50.0,0.199543005454281,0.05286401180214661
astro_sbm,perturbed_periphery_target,removal,60.0,0.252081271823375,0.05947722164578623
astro_sbm,perturbed_periphery_target,removal,70.0,0.2542559929139191,0.07161683256057018
astro_sbm,perturbed_periphery_target,removal,75.0,0.2730006253302458,0.055625106256874855
astro_sbm,perturbed_periphery_target,removal,80.0,0.2882546449000496,0.05938868656284677
astro_sbm,perturbed_periphery_target,removal,85.0,0.3026844448773651,0.06020610259704262
astro_sbm,perturbed_periphery_target,removal,90.0,0.3018192287270813,0.061443175131876436
astro_sbm,perturbed_periphery_target,removal,95.0,0.2891344110798839,0.06171812482488208
astro_sbm,perturbed_periphery_target,removal,98.0,0.2984312950968481,0.049128246538003885
astro_sbm,perturbed_periphery_target,addition,100.0,4.78862189666312,0.20425480371516908
astro_sbm,perturbed_periphery_target,addition,150.0,6.526702216495408,0.27368443861045944
astro_sbm,perturbed_periphery_target,addition,200.0,8.223101029921956,0.25160583606538206
astro_sbm,perturbed_random_target,added_edges,5.0,0.3534136563701686,0.04737550098947628
astro_sbm,perturbed_random_target,added_edges,10.0,0.5058500620101266,0.11420172968160137
astro_sbm,perturbed_random_target,added_edges,15.0,0.6559481939500807,0.11757295233926371
astro_sbm,perturbed_random_target,added_edges,20.0,0.7768349185108019,0.08969586300103002
astro_sbm,perturbed_random_target,added_edges,30.0,0.9483759459226846,0.18923482454313195
astro_sbm,perturbed_random_target,removed_edges,50.0,0.11553959038498712,0.07270172240423407
astro_sbm,perturbed_random_target,added_edges,50.0,2.224336668636955,0.5229058616936798
astro_sbm,perturbed_random_target,removed_edges,60.0,0.1412389560437846,0.02842971007715507
astro_sbm,perturbed_random_target,removed_edges,70.0,0.17225086769964057,0.03188822315681712
astro_sbm,perturbed_random_target,removed_edges,75.0,0.18163879114441475,0.03742078269901315
astro_sbm,perturbed_random_target,removed_edges,80.0,0.21273291167782307,0.1073173372526808
astro_sbm,perturbed_random_target,removed_edges,85.0,0.2279151179371331,0.049069483303186535
astro_sbm,perturbed_random_target,removed_edges,90.0,0.2467711327385236,0.04303237910330176
astro_sbm,perturbed_random_target,removed_edges,95.0,0.29302993762626434,0.03937633107357086
astro_sbm,perturbed_random_target,removed_edges,98.0,0.31357026484354267,0.034529600967833994
astro_sbm,perturbed_random_target,added_edges,100.0,7.220819938302958,1.0394258955282698
astro_sbm,perturbed_random_target,added_edges,150.0,13.019978646846628,1.2994600838555768
astro_sbm,perturbed_random_target,added_edges,200.0,19.937443332261243,1.433291587998039
power,baseline,none,0.0,0.0007600260798093,0.0
power,perturbed_hub_target,addition,5.0,0.02097797817139525,0.0035865657488369333
power,perturbed_hub_target,addition,10.0,0.03203642977271655,0.008005540803733146
power,perturbed_hub_target,addition,15.0,0.04364770538304401,0.009084405010397308
power,perturbed_hub_target,addition,20.0,0.05404042287448471,0.011018182308832154
power,perturbed_hub_target,addition,30.0,0.07091654073980468,0.014074516861174283
power,perturbed_hub_target,removal,50.0,0.012921110110159197,0.006621930280557753
power,perturbed_hub_target,addition,50.0,0.11657786321416318,0.02462073513288439
power,perturbed_hub_target,removal,60.0,0.0025404489768922987,0.001639819306757753
power,perturbed_hub_target,removal,70.0,0.00031476805630697784,0.00025303601496483156
power,perturbed_hub_target,removal,75.0,0.00016746798507294325,0.00010176289207853248
power,perturbed_hub_target,removal,80.0,0.00022177688164183885,0.00010091169520205068
power,perturbed_hub_target,removal,85.0,0.000377953207735823,0.0001283589957078791
power,perturbed_hub_target,removal,90.0,0.000502987167122447,0.00012687716081662075
power,perturbed_hub_target,removal,95.0,0.000663595161267475,0.00012707729682585422
power,perturbed_hub_target,removal,98.0,0.0007327193580255931,0.0001092794345451586
power,perturbed_hub_target,addition,100.0,0.2217371420646854,0.046853630660204794
power,perturbed_hub_target,addition,150.0,0.3265683086947371,0.06464696966560195
power,perturbed_hub_target,addition,200.0,0.45966728141408,0.09853403424031629
power,perturbed_periphery_target,addition,5.0,0.019807801480325807,0.002973715496208127
power,perturbed_periphery_target,addition,10.0,0.03826868796930709,0.006438226310869242
power,perturbed_periphery_target,addition,15.0,0.05405331160022575,0.009365342445706507
power,perturbed_periphery_target,addition,20.0,0.06942647855523419,0.014535796066964606
power,perturbed_periphery_target,addition,30.0,0.10390215593345092,0.022118026477720917
power,perturbed_periphery_target,removal,50.0,0.0007973543768281673,0.0008796690416153759
power,perturbed_periphery_target,addition,50.0,0.19083760807971423,0.03527543812515515
power,perturbed_periphery_target,removal,60.0,0.00030570948823502916,0.0002343411890674667
power,perturbed_periphery_target,removal,70.0,0.00030330457994275697,0.0001455827928664336
power,perturbed_periphery_target,removal,75.0,0.0003716404086425861,0.00016990303683248195
power,perturbed_periphery_target,removal,80.0,0.000454858534631866,0.00016577766671825069
power,perturbed_periphery_target,removal,85.0,0.000518073834997404,0.00014469351577685573
power,perturbed_periphery_target,removal,90.0,0.0006503313532297251,0.00011192268868327332
power,perturbed_periphery_target,removal,95.0,0.000704703215692644,0.00010070406556579886
power,perturbed_periphery_target,removal,98.0,0.0007513016626599769,7.494110404034367e-05
power,perturbed_periphery_target,addition,100.0,0.46155545382505275,0.09270145318857156
power,perturbed_periphery_target,addition,150.0,0.7899081034531971,0.13416355541371025
power,perturbed_periphery_target,addition,200.0,1.1454584370078944,0.15241501357157108
power,perturbed_random_target,added_edges,5.0,0.021408137358428714,0.0034277306618954043
power,perturbed_random_target,added_edges,10.0,0.037148752394272344,0.008429358633975965
power,perturbed_random_target,added_edges,15.0,0.05137442042747049,0.009131891985554532
power,perturbed_random_target,added_edges,20.0,0.06428087943839579,0.012119302360718717
power,perturbed_random_target,added_edges,30.0,0.09146940279678749,0.019439003531374704
power,perturbed_random_target,added_edges,50.0,0.15811591716961415,0.03318946404753603
power,perturbed_random_target,removed_edges,50.0,0.0019486699201133391,0.0013038271814151095
power,perturbed_random_target,removed_edges,60.0,0.000677281517507709,0.0005750642175093264
power,perturbed_random_target,removed_edges,70.0,0.00025020520153104845,0.0002058223504517474
power,perturbed_random_target,removed_edges,75.0,0.0002411981352541804,0.00012558487654396172
power,perturbed_random_target,removed_edges,80.0,0.00028716541589714103,0.00012502963051609764
power,perturbed_random_target,removed_edges,85.0,0.000422537697302117,0.00014291884969615438
power,perturbed_random_target,removed_edges,90.0,0.0005284825242318899,0.000136947907770465
power,perturbed_random_target,removed_edges,95.0,0.0006752745195877449,0.0001075252257758711
power,perturbed_random_target,removed_edges,98.0,0.0007462590043649059,7.802395699056325e-05
power,perturbed_random_target,added_edges,100.0,0.33902962047480606,0.07920071445097707
power,perturbed_random_target,added_edges,150.0,0.5886663859823077,0.09894341496273913
power,perturbed_random_target,added_edges,200.0,0.7624947203068997,0.07007613684312176
power_conf,baseline,none,0.0,0.0316544527385455,0.0
power_conf,perturbed_hub_target,addition,5.0,0.036433822918987835,0.004402869935663874
power_conf,perturbed_hub_target,addition,10.0,0.043470829759146595,0.006915343414513394
power_conf,perturbed_hub_target,addition,15.0,0.050011236871699394,0.010435142363586362
power_conf,perturbed_hub_target,addition,20.0,0.05897636605127479,0.012290707753820284
power_conf,perturbed_hub_target,addition,30.0,0.07380418688787772,0.015292644469993889
power_conf,perturbed_hub_target,addition,50.0,0.10786748604135982,0.024229957186643326
power_conf,perturbed_hub_target,removal,50.0,0.008456264301894225,0.0045986650138871935
power_conf,perturbed_hub_target,removal,60.0,0.0002962234725838347,0.00016024727526392355
power_conf,perturbed_hub_target,removal,70.0,0.002642238112543278,0.0008412986787118721
power_conf,perturbed_hub_target,removal,75.0,0.005636740479816722,0.0015324862012198906
power_conf,perturbed_hub_target,removal,80.0,0.0096961803344629,0.0026061182046250003
power_conf,perturbed_hub_target,removal,85.0,0.014199471969487303,0.0036630568532928956
power_conf,perturbed_hub_target,removal,90.0,0.019034513061447985,0.004294859628081984
power_conf,perturbed_hub_target,removal,95.0,0.024719108603553832,0.004990980859268307
power_conf,perturbed_hub_target,removal,98.0,0.02845927339670513,0.00420059924599127
power_conf,perturbed_hub_target,addition,100.0,0.200818315821759,0.042469046809972155
power_conf,perturbed_hub_target,addition,150.0,0.31338759866731736,0.04970478379419266
power_conf,perturbed_hub_target,addition,200.0,0.40426463459134643,0.09221463467344759
power_conf,perturbed_periphery_target,addition,5.0,0.03896176956452106,0.00584898311493398
power_conf,perturbed_periphery_target,addition,10.0,0.048994096880169494,0.010845042539622497
power_conf,perturbed_periphery_target,addition,15.0,0.063710210606532,0.01400147329640857
power_conf,perturbed_periphery_target,addition,20.0,0.07771402466513777,0.014505899186144729
power_conf,perturbed_periphery_target,addition,30.0,0.10755688971040796,0.020141178385492516
power_conf,perturbed_periphery_target,addition,50.0,0.1891570071747567,0.04396779547823242
power_conf,perturbed_periphery_target,removal,50.0,0.01482188211731834,0.003656711419388589
power_conf,perturbed_periphery_target,removal,60.0,0.017881670360125914,0.004679744967174581
power_conf,perturbed_periphery_target,removal,70.0,0.02075190398064433,0.005101366078082744
power_conf,perturbed_periphery_target,removal,75.0,0.022181548834429875,0.005463595218286673
power_conf,perturbed_periphery_target,removal,80.0,0.022741964322168694,0.0055466161914060385
power_conf,perturbed_periphery_target,removal,85.0,0.024429044967464453,0.005739331611418033
power_conf,perturbed_periphery_target,removal,90.0,0.025644414404320595,0.004678929650592267
power_conf,perturbed_periphery_target,removal,95.0,0.028347464813578242,0.0048755790489171695
power_conf,perturbed_periphery_target,removal,98.0,0.02852205043452684,0.005315422877795772
power_conf,perturbed_periphery_target,addition,100.0,0.48987411929133223,0.0929059152342437
power_conf,perturbed_periphery_target,addition,150.0,0.8406736058112326,0.13573343377211908
power_conf,perturbed_periphery_target,addition,200.0,1.1871572744274341,0.15328600340800608
power_conf,perturbed_random_target,added_edges,5.0,0.03951066368488913,0.005538610129896933
power_conf,perturbed_random_target,added_edges,10.0,0.04880152188664599,0.0104253478792591
power_conf,perturbed_random_target,added_edges,15.0,0.05712095553478322,0.011813484279068948
power_conf,perturbed_random_target,added_edges,20.0,0.07121434447508213,0.014999866400572525
power_conf,perturbed_random_target,added_edges,30.0,0.09218739055715078,0.021801869505458413
power_conf,perturbed_random_target,removed_edges,50.0,0.0021106611536663403,0.0007609468652135898
power_conf,perturbed_random_target,added_edges,50.0,0.15373956715309206,0.03422604169531838
power_conf,perturbed_random_target,removed_edges,60.0,0.005650693155291825,0.00186772305432284
power_conf,perturbed_random_target,removed_edges,70.0,0.00965505173809064,0.002400647728262647
power_conf,perturbed_random_target,removed_edges,75.0,0.01259220867185939,0.0031994806707266476
power_conf,perturbed_random_target,removed_edges,80.0,0.014943937386504662,0.004074801121301601
power_conf,perturbed_random_target,removed_edges,85.0,0.019014321737993917,0.004152683239636618
power_conf,perturbed_random_target,removed_edges,90.0,0.021127479734824536,0.004303790681306347
power_conf,perturbed_random_target,removed_edges,95.0,0.024064587923076246,0.004416771416338556
power_conf,perturbed_random_target,removed_edges,98.0,0.027904702348615813,0.004749092193133187
power_conf,perturbed_random_target,added_edges,100.0,0.3269095942406461,0.07011094834492669
power_conf,perturbed_random_target,added_edges,150.0,0.5616055419861439,0.10540454638997038
power_conf,perturbed_random_target,added_edges,200.0,0.7570803026834034,0.0817577457371513
power_er,baseline,none,0.0,0.0487576088941008,0.0
power_er,perturbed_hub_target,addition,5.0,0.05490177627050026,0.007402945931473451
power_er,perturbed_hub_target,addition,10.0,0.06449708028681457,0.013242038200749904
power_er,perturbed_hub_target,addition,15.0,0.07141558058053162,0.01524341081236679
power_er,perturbed_hub_target,addition,20.0,0.08195243561881943,0.01889973282024019
power_er,perturbed_hub_target,addition,30.0,0.09633744207237116,0.019401495503894677
power_er,perturbed_hub_target,addition,50.0,0.12827754833535635,0.02539283835714833
power_er,perturbed_hub_target,removal,50.0,0.002341551526985322,0.0016691050420665826
power_er,perturbed_hub_target,removal,60.0,0.00098738380772435,0.000385410723751717
power_er,perturbed_hub_target,removal,70.0,0.006243344585952992,0.001560685787074517
power_er,perturbed_hub_target,removal,75.0,0.01050783786567009,0.0024815783208867984
power_er,perturbed_hub_target,removal,80.0,0.015999433260527288,0.0037782285876534136
power_er,perturbed_hub_target,removal,85.0,0.02346897576022287,0.006088113962705181
power_er,perturbed_hub_target,removal,90.0,0.031252499835525194,0.006623679413164804
power_er,perturbed_hub_target,removal,95.0,0.0405095376839284,0.007677777719346145
power_er,perturbed_hub_target,removal,98.0,0.045564305270216765,0.005704917496745856
