network_id,network,perturbation_type,modification_type,noise_level,parquet_path
astro,astro,periphery_target,removal,0.4,data/perturbed_networks/astro/perturbed_periphery_target/ca-AstroPH_gcc_targeted_periphery_removal_noise_0p4.parquet
astro,astro,periphery_target,addition,0.5,data/perturbed_networks/astro/perturbed_periphery_target/ca-AstroPH_gcc_targeted_periphery_addition_noise_0p5.parquet
astro,astro,periphery_target,removal,0.5,data/perturbed_networks/astro/perturbed_periphery_target/ca-AstroPH_gcc_targeted_periphery_removal_noise_0p5.parquet
astro,astro,periphery_target,addition,1.0,data/perturbed_networks/astro/perturbed_periphery_target/ca-AstroPH_gcc_targeted_periphery_addition_noise_1p0.parquet
astro,astro,periphery_target,addition,1.5,data/perturbed_networks/astro/perturbed_periphery_target/ca-AstroPH_gcc_targeted_periphery_addition_noise_1p5.parquet
astro,astro,periphery_target,addition,2.0,data/perturbed_networks/astro/perturbed_periphery_target/ca-AstroPH_gcc_targeted_periphery_addition_noise_2p0.parquet
astro,astro,random_target,removal,0.02,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_removed_edges_noise_0p02.parquet
astro,astro,random_target,addition,0.05,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_added_edges_noise_0p05.parquet
astro,astro,random_target,removal,0.05,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_removed_edges_noise_0p05.parquet
astro,astro,random_target,addition,0.1,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_added_edges_noise_0p1.parquet
astro,astro,random_target,removal,0.1,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_removed_edges_noise_0p1.parquet
astro,astro,random_target,addition,0.15,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_added_edges_noise_0p15.parquet
astro,astro,random_target,removal,0.15,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_removed_edges_noise_0p15.parquet
astro,astro,random_target,addition,0.2,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_added_edges_noise_0p2.parquet
astro,astro,random_target,removal,0.2,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_removed_edges_noise_0p2.parquet
astro,astro,random_target,removal,0.25,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_removed_edges_noise_0p25.parquet
astro,astro,random_target,addition,0.3,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_added_edges_noise_0p3.parquet
astro,astro,random_target,removal,0.3,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_removed_edges_noise_0p3.parquet
astro,astro,random_target,removal,0.4,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_removed_edges_noise_0p4.parquet
astro,astro,random_target,addition,0.5,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_added_edges_noise_0p5.parquet
astro,astro,random_target,removal,0.5,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_removed_edges_noise_0p5.parquet
astro,astro,random_target,addition,1.0,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_added_edges_noise_1p0.parquet
astro,astro,random_target,addition,1.5,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_added_edges_noise_1p5.parquet
astro,astro,random_target,addition,2.0,data/perturbed_networks/astro/perturbed_random_target/ca-AstroPH_gcc_added_edges_noise_2p0.parquet
astro_conf,astro_conf,hub_target,removal,0.02,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_removal_noise_0p02.parquet
astro_conf,astro_conf,hub_target,addition,0.05,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_addition_noise_0p05.parquet
astro_conf,astro_conf,hub_target,removal,0.05,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_removal_noise_0p05.parquet
astro_conf,astro_conf,hub_target,addition,0.1,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_addition_noise_0p1.parquet
astro_conf,astro_conf,hub_target,removal,0.1,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_removal_noise_0p1.parquet
astro_conf,astro_conf,hub_target,addition,0.15,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_addition_noise_0p15.parquet
astro_conf,astro_conf,hub_target,removal,0.15,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_removal_noise_0p15.parquet
astro_conf,astro_conf,hub_target,addition,0.2,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_addition_noise_0p2.parquet
astro_conf,astro_conf,hub_target,removal,0.2,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_removal_noise_0p2.parquet
astro_conf,astro_conf,hub_target,removal,0.25,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_removal_noise_0p25.parquet
astro_conf,astro_conf,hub_target,addition,0.3,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_addition_noise_0p3.parquet
astro_conf,astro_conf,hub_target,removal,0.3,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_removal_noise_0p3.parquet
astro_conf,astro_conf,hub_target,removal,0.4,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_removal_noise_0p4.parquet
astro_conf,astro_conf,hub_target,addition,0.5,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_addition_noise_0p5.parquet
astro_conf,astro_conf,hub_target,removal,0.5,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_removal_noise_0p5.parquet
astro_conf,astro_conf,hub_target,addition,1.0,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_addition_noise_1p0.parquet
astro_conf,astro_conf,hub_target,addition,1.5,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_addition_noise_1p5.parquet
astro_conf,astro_conf,hub_target,addition,2.0,data/perturbed_networks/astro_conf/perturbed_hub_target/ca-AstroPH_gcc_config_targeted_hub_addition_noise_2p0.parquet
astro_conf,astro_conf,periphery_target,removal,0.02,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_removal_noise_0p02.parquet
astro_conf,astro_conf,periphery_target,addition,0.05,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_addition_noise_0p05.parquet
astro_conf,astro_conf,periphery_target,removal,0.05,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_removal_noise_0p05.parquet
astro_conf,astro_conf,periphery_target,addition,0.1,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_addition_noise_0p1.parquet
astro_conf,astro_conf,periphery_target,removal,0.1,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_removal_noise_0p1.parquet
astro_conf,astro_conf,periphery_target,addition,0.15,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_addition_noise_0p15.parquet
astro_conf,astro_conf,periphery_target,removal,0.15,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_removal_noise_0p15.parquet
astro_conf,astro_conf,periphery_target,addition,0.2,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_addition_noise_0p2.parquet
astro_conf,astro_conf,periphery_target,removal,0.2,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_removal_noise_0p2.parquet
astro_conf,astro_conf,periphery_target,removal,0.25,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_removal_noise_0p25.parquet
astro_conf,astro_conf,periphery_target,addition,0.3,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_addition_noise_0p3.parquet
astro_conf,astro_conf,periphery_target,removal,0.3,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_removal_noise_0p3.parquet
astro_conf,astro_conf,periphery_target,removal,0.4,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_removal_noise_0p4.parquet
astro_conf,astro_conf,periphery_target,addition,0.5,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_addition_noise_0p5.parquet
astro_conf,astro_conf,periphery_target,removal,0.5,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_removal_noise_0p5.parquet
astro_conf,astro_conf,periphery_target,addition,1.0,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_addition_noise_1p0.parquet
astro_conf,astro_conf,periphery_target,addition,1.5,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_addition_noise_1p5.parquet
astro_conf,astro_conf,periphery_target,addition,2.0,data/perturbed_networks/astro_conf/perturbed_periphery_target/ca-AstroPH_gcc_config_targeted_periphery_addition_noise_2p0.parquet
astro_conf,astro_conf,random_target,removal,0.02,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_removed_edges_noise_0p02.parquet
astro_conf,astro_conf,random_target,addition,0.05,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_added_edges_noise_0p05.parquet
astro_conf,astro_conf,random_target,removal,0.05,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_removed_edges_noise_0p05.parquet
astro_conf,astro_conf,random_target,addition,0.1,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_added_edges_noise_0p1.parquet
astro_conf,astro_conf,random_target,removal,0.1,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_removed_edges_noise_0p1.parquet
astro_conf,astro_conf,random_target,addition,0.15,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_added_edges_noise_0p15.parquet
astro_conf,astro_conf,random_target,removal,0.15,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_removed_edges_noise_0p15.parquet
astro_conf,astro_conf,random_target,addition,0.2,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_added_edges_noise_0p2.parquet
astro_conf,astro_conf,random_target,removal,0.2,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_removed_edges_noise_0p2.parquet
astro_conf,astro_conf,random_target,removal,0.25,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_removed_edges_noise_0p25.parquet
astro_conf,astro_conf,random_target,addition,0.3,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_added_edges_noise_0p3.parquet
astro_conf,astro_conf,random_target,removal,0.3,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_removed_edges_noise_0p3.parquet
astro_conf,astro_conf,random_target,removal,0.4,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_removed_edges_noise_0p4.parquet
astro_conf,astro_conf,random_target,addition,0.5,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_added_edges_noise_0p5.parquet
astro_conf,astro_conf,random_target,removal,0.5,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_removed_edges_noise_0p5.parquet
astro_conf,astro_conf,random_target,addition,1.0,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_added_edges_noise_1p0.parquet
astro_conf,astro_conf,random_target,addition,1.5,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_added_edges_noise_1p5.parquet
astro_conf,astro_conf,random_target,addition,2.0,data/perturbed_networks/astro_conf/perturbed_random_target/ca-AstroPH_gcc_config_added_edges_noise_2p0.parquet
astro_er,astro_er,hub_target,removal,0.02,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_removal_noise_0p02.parquet
astro_er,astro_er,hub_target,addition,0.05,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_addition_noise_0p05.parquet
astro_er,astro_er,hub_target,removal,0.05,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_removal_noise_0p05.parquet
astro_er,astro_er,hub_target,addition,0.1,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_addition_noise_0p1.parquet
astro_er,astro_er,hub_target,removal,0.1,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_removal_noise_0p1.parquet
astro_er,astro_er,hub_target,addition,0.15,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_addition_noise_0p15.parquet
astro_er,astro_er,hub_target,removal,0.15,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_removal_noise_0p15.parquet
astro_er,astro_er,hub_target,addition,0.2,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_addition_noise_0p2.parquet
astro_er,astro_er,hub_target,removal,0.2,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_removal_noise_0p2.parquet
astro_er,astro_er,hub_target,removal,0.25,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_removal_noise_0p25.parquet
astro_er,astro_er,hub_target,addition,0.3,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_addition_noise_0p3.parquet
astro_er,astro_er,hub_target,removal,0.3,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_removal_noise_0p3.parquet
astro_er,astro_er,hub_target,removal,0.4,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_removal_noise_0p4.parquet
astro_er,astro_er,hub_target,addition,0.5,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_addition_noise_0p5.parquet
astro_er,astro_er,hub_target,removal,0.5,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_removal_noise_0p5.parquet
astro_er,astro_er,hub_target,addition,1.0,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_addition_noise_1p0.parquet
astro_er,astro_er,hub_target,addition,1.5,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_addition_noise_1p5.parquet
astro_er,astro_er,hub_target,addition,2.0,data/perturbed_networks/astro_er/perturbed_hub_target/ca-AstroPH_gcc_er_targeted_hub_addition_noise_2p0.parquet
astro_er,astro_er,periphery_target,removal,0.02,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_removal_noise_0p02.parquet
astro_er,astro_er,periphery_target,addition,0.05,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_addition_noise_0p05.parquet
astro_er,astro_er,periphery_target,removal,0.05,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_removal_noise_0p05.parquet
astro_er,astro_er,periphery_target,addition,0.1,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_addition_noise_0p1.parquet
astro_er,astro_er,periphery_target,removal,0.1,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_removal_noise_0p1.parquet
astro_er,astro_er,periphery_target,addition,0.15,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_addition_noise_0p15.parquet
astro_er,astro_er,periphery_target,removal,0.15,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_removal_noise_0p15.parquet
astro_er,astro_er,periphery_target,addition,0.2,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_addition_noise_0p2.parquet
astro_er,astro_er,periphery_target,removal,0.2,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_removal_noise_0p2.parquet
astro_er,astro_er,periphery_target,removal,0.25,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_removal_noise_0p25.parquet
astro_er,astro_er,periphery_target,addition,0.3,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_addition_noise_0p3.parquet
astro_er,astro_er,periphery_target,removal,0.3,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_removal_noise_0p3.parquet
astro_er,astro_er,periphery_target,removal,0.4,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_removal_noise_0p4.parquet
astro_er,astro_er,periphery_target,addition,0.5,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_addition_noise_0p5.parquet
astro_er,astro_er,periphery_target,removal,0.5,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_removal_noise_0p5.parquet
astro_er,astro_er,periphery_target,addition,1.0,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_addition_noise_1p0.parquet
astro_er,astro_er,periphery_target,addition,1.5,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_addition_noise_1p5.parquet
astro_er,astro_er,periphery_target,addition,2.0,data/perturbed_networks/astro_er/perturbed_periphery_target/ca-AstroPH_gcc_er_targeted_periphery_addition_noise_2p0.parquet
astro_er,astro_er,random_target,removal,0.02,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_removed_edges_noise_0p02.parquet
astro_er,astro_er,random_target,addition,0.05,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_added_edges_noise_0p05.parquet
astro_er,astro_er,random_target,removal,0.05,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_removed_edges_noise_0p05.parquet
astro_er,astro_er,random_target,addition,0.1,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_added_edges_noise_0p1.parquet
astro_er,astro_er,random_target,removal,0.1,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_removed_edges_noise_0p1.parquet
astro_er,astro_er,random_target,addition,0.15,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_added_edges_noise_0p15.parquet
astro_er,astro_er,random_target,removal,0.15,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_removed_edges_noise_0p15.parquet
astro_er,astro_er,random_target,addition,0.2,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_added_edges_noise_0p2.parquet
astro_er,astro_er,random_target,removal,0.2,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_removed_edges_noise_0p2.parquet
astro_er,astro_er,random_target,removal,0.25,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_removed_edges_noise_0p25.parquet
astro_er,astro_er,random_target,addition,0.3,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_added_edges_noise_0p3.parquet
astro_er,astro_er,random_target,removal,0.3,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_removed_edges_noise_0p3.parquet
astro_er,astro_er,random_target,removal,0.4,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_removed_edges_noise_0p4.parquet
astro_er,astro_er,random_target,addition,0.5,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_added_edges_noise_0p5.parquet
astro_er,astro_er,random_target,removal,0.5,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_removed_edges_noise_0p5.parquet
astro_er,astro_er,random_target,addition,1.0,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_added_edges_noise_1p0.parquet
astro_er,astro_er,random_target,addition,1.5,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_added_edges_noise_1p5.parquet
astro_er,astro_er,random_target,addition,2.0,data/perturbed_networks/astro_er/perturbed_random_target/ca-AstroPH_gcc_er_added_edges_noise_2p0.parquet
astro_sbm,astro_sbm,hub_target,removal,0.02,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_removal_noise_0p02.parquet
astro_sbm,astro_sbm,hub_target,addition,0.05,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_addition_noise_0p05.parquet
astro_sbm,astro_sbm,hub_target,removal,0.05,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_removal_noise_0p05.parquet
astro_sbm,astro_sbm,hub_target,addition,0.1,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_addition_noise_0p1.parquet
astro_sbm,astro_sbm,hub_target,removal,0.1,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_removal_noise_0p1.parquet
astro_sbm,astro_sbm,hub_target,addition,0.15,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_addition_noise_0p15.parquet
astro_sbm,astro_sbm,hub_target,removal,0.15,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_removal_noise_0p15.parquet
astro_sbm,astro_sbm,hub_target,addition,0.2,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_addition_noise_0p2.parquet
astro_sbm,astro_sbm,hub_target,removal,0.2,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_removal_noise_0p2.parquet
astro_sbm,astro_sbm,hub_target,removal,0.25,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_removal_noise_0p25.parquet
